,description,variety,expensive,sparkling,province
53,"This is an impressively rich, still very young wine. Dominated by Bandol's own Mourvèdre grape, it is dense and concentrated. Spice and dark red fruits are shot through with a wonderful herbal character that conjures the southern warmth. The wine is still just setting out and will not be ready to drink before 2019.",Provence_red_blend,1,0,Provence
4648,"Ripe fruits, very smooth and polished, are primarily of a juicy black currant character over sweet ripe tannins. Great swathes of fruit finish this solid wine.",Bordeaux-style_Red_Blend,1,0,Bordeaux
1818,"This is a bit rustic, but in a very good way, offering vast complexity in a biodynamically produced blend that's 50% Grenache, 25% Syrah and 25% Mourvèdre. Tack-room aromas of leather and liniment combine with pepper and clove scents on the nose, while the palate adds just enough cherry fruit and supple plushness to make it easy to drink. Drink it over the next year or two.",G-S-M,1,0,Rhône_Valley
1120,An almost neutral nose leads to a palate of subtle spice. There is freshness and balance with a clean-cut finish and some lasting savory notes.,Pinot_Blanc,0,0,Alsace
8522,"What a perfumed, elegant, structured wine, with all the elements of fruit, wood, tannins just in the right place. It shows great tannins, powerful black and red berry fruits, denseness, and a classic, fresh aftertaste.",Bordeaux-style_Red_Blend,1,0,Bordeaux
2263,"For a 2007, considered a light vintage in Beaujolais, this has good structure, its red fruit flavors given intensity and concentration by firm black plum skin tannins. The aftertaste, though, is all juicy fruits, balanced by sweet acidity.",Gamay,0,0,Beaujolais
9380,"Firm, solid, chunky, a great success from a château that is currently in top form, even in more difficult years. The bright fruits charge through the tannins, giving some richness, balancing with the elegance and freshness of the year. Worth aging.",Bordeaux-style_Red_Blend,1,0,Bordeaux
751,"This fresh, crisp wine has plenty of lively citrus fruits that are enriched by red apple and zesty orange flavors. The wine is already delicious in its fruitiness and ready to drink.",Sauvignon_Blanc,0,0,Loire_Valley
7917,"Aged in glass demijohns for one year and oak tuns for nine, this is a mature selection that's ready to drink now, though it can certainly keep for many more years to come. A beautiful rancio characteristic leads, with aromas of walnut shell, orange oil and earthy spice fill the bouquet. Skin-driven fruit flavors of cherry and plum dominate the gripping palate, while the complex finish reveals accents of black tea, licorice root and baking spice.",Grenache,1,0,Languedoc-Roussillon
8127,"A highlight of The Furst range, this Pinot Blanc offers up a flowery bouquet redolent of white lilies. It is lush in the mouth and more concentrated and full-bodied than most of its brethren, with pretty orange and honey notes. Drink up.",Pinot_Blanc,0,0,Alsace
375,"A lovely touch of flint and smoke carry a touch of residual reduction. Underneath that is lemony purity. The palate adds a touch of stone fruit, a touch of ripe mirabelle plum—its generosity only underlined by the taut lemon freshness that pervades the wine. There is something stern and stony at the core, something fundamental and profound. The body is precise, dry and powerful and incredibly moreish. This is lip smacking but has not even started to show itself properly. The finish is clean, stony and lasting. This is one to keep. Drink 2020–2040.",Riesling,1,0,Alsace
7909,"Dominated by cantaloupe melon and honey, this is an off-dry wine, deliciously fresh, with a strong streak of acidity. It is ripe, with pure fruit flavors and a very crisp finish.",Chenin_Blanc,0,0,Loire_Valley
453,"This is like a second wine of Château Lagrézette, bringing out fruit as much as structure. It's full of ripe black fruits, sweet wood flavors and final acidity. A touch of truffle points up a lightly herbal character, adding complexity while not losing sight of the rich nature of the wine.",Malbec,0,0,Southwest_France
4003,"Like all Jurançon, this wine brings together great richness and great freshness. The honey and peach fruits are laced with acidity to give the wine poise, while hints of dry botrytis promise aging. This is a ripe, full wine that should be drunk from 2017.",Gros_and_Petit_Manseng,0,0,Southwest_France
7815,"The Gravières vineVard is Premier Cru for both white and red. This white version is currently dominated by a new wood aroma and a sweet toast flavor. It's full, soft and rounded, with flavors of creamed pears and ripe peaches.",Chardonnay,1,0,Burgundy
8132,This medium- weight Chard shows some grass and green plum notes alongside riper accents of apple and honeysuckle. Might be past its prime; try the 2010.,Chardonnay,0,0,Languedoc-Roussillon
946,"From this showplace estate close to Saint-Tropez, this attractive wine brings out a warm and sunny character. It is smooth with just a light tang of clementines that is balanced with the riper raspberry fruit. Drink now.",Rosé,0,0,Provence
7599,"A super-rich wine, packed with peach and green plum fruits, layers of wood and an intense concentration. An impressive wine that shows weight and richness as well as style.",Chardonnay,1,0,Burgundy
1560,"This wine is ripe, jammy and full of juicy red fruits supported by tannins. The wine is still young, with its bright fruit very much to the fore. Let it round out before drinking, so wait until 2018.",Pinot_Noir,0,0,Loire_Valley
3777,"A blend of Pinot Noir, Chardonnay and Pinot Blanc, this is a delicious, apple-flavored wine. It's fruity, very crisp and fresh, with an orange zest edge and lively mousse. It's a fine apéritif sparkler.",Sparkling_Blend,0,1,Alsace
9902,"Almost bone dry, this Champagne can be difficult to appreciate, layered with acidity and green fruit. But get beneath its dryness and the fruit is surprisingly ripe, with pink grapefruit flavors. This is a wine that demands bottle aging to soften the acidity, so an indication of disgorgement would be helpful. Imported by Laurent-Perrier.",Champagne_Blend,1,1,Champagne
6706,"Although there's only about 20% new oak used in this cuvée, it is somewhat apparent on the nose and palate, where cedar, cinnamon and clove take the lead. There's some pretty—some might say Burgundian—fruit, but it's a touch light and herbal.",Syrah,1,0,Rhône_Valley
5303,"The balance of this wine is what makes it so impressive. Spice and yellow fruit intermingle effortlessly. There is a core of tight, coiled steel, like a spring, which gives minerality along with the richness. At the end, acidity lifts the wine, finishing with freshness as well as intensity.",Chardonnay,1,0,Burgundy
7151,"Perfumed, floral and ageworthy, this combines a taut texture with a toast note, showing great depth of flavor. The line of pure green and white fruit is very apparent. On the finish, bright acidity matches the great fruitiness.",Chardonnay,1,0,Burgundy
8618,"Intense and concentrated, this epitomizes the richness of 2005. The wine starts soft, with more spice than fruit, then flavors of peach and quince come through, followed by an almost tropical element. The intensity stays right through the finish of this impressive, powerful wine.",Chardonnay,1,0,Burgundy
8240,"Viognier from the Southern Rhône can often be overripe and heavy, but while this offering from Grand Veneur is full bodied and richly textured, it remains reasonably fresh. Apricot, pineapple and passion fruit flavors mingle easily on the palate, finishing clean and long. Drink now.",Viognier,0,0,Rhône_Valley
7958,"The nose powers with wood and high toast aromas, but the palate reveals sufficient ripe pineapple and yellow fruit flavors to act as a balance. There is a prominent acidity that cuts through this richness. The wine certainly needs 3–4 years for the wood to soften and integrate better with the fruit, but then this will be a superb wine. Imported by Robert Kacher Imports.",Chardonnay,1,0,Burgundy
1537,"A very soft scent of pear rises from the glass. The mellowness of this pear fruit is expressed fully on the concentrated palate. Bosc pear shimmers and is boosted by slight residual sweetness. The finish is off dry, balanced and generous.",Pinot_Gris,1,0,Alsace
3905,"Soft and ripe, this has a red fruit flavor, with richness and a round texture. There is a touch of spice, with a light hint of acidity in the background.",Rosé,0,0,Southwest_France
1636,Gentle but lovely hints of yellow mirabelle plum are just perceptible on the nose. The palate is light and lithe and meets the scented fruit of the nose with an earthy roundness.,Pinot_Blanc,0,0,Alsace
4743,"A blend of Gros Manseng and Camarelet, this fruity effort is packed with flavors of apricot and peach, plus a rich, exotic mango twist. Delicious to drink now.",White_Blend,0,0,Southwest_France
8947,"A touch oaky, with burnt sugar, mint and lemon aromas. It is firm and tannic, with proper acids; the peppy palate has good blackberry and cherry fruit, and the finish is ripe. Starts fast but loses some of its appeal as the tannins mount.",Merlot,0,0,Languedoc-Roussillon
3424,"This opulent, rich Clos de Vougeot could perhaps use firmer tannins, but it has ripe berry and cherry flavors. It has a solid core that is enveloped by the generous fruit. Age this for six years and more.",Pinot_Noir,1,0,Burgundy
6992,"An aromatic, full-bodied wine from a rich vintage, this has firm tannins and an approachable red-fruit flavor, with spice and toast notes from wood aging. Age this for at least two years.",Pinot_Noir,1,0,Loire_Valley
7940,"The branded wine from Domaines Lapalu (owner of Château Patache d'Aux) is a soft, clean, black currant-flavored Cabernet. The tannins show a mineral, tight edge, but the wine is on the light side.",Cabernet_Sauvignon,0,0,Bordeaux
8778,"A rich, creamy sparkling wine that brings out the ripe Chenin flavors: ground almonds and a touch of ginger to go with the fine maturity. The finish is bright, full of citrus acidity.",Chenin_Blanc,0,0,Loire_Valley
3596,"From the vineyards of the grand castle of Sancerre, this has rich red and black cherry fruits, a line of the purest acidity and just the right amount of tannic structure to allow it to age a little longer. It has weight and final ripeness.",Pinot_Noir,1,0,Loire_Valley
7862,"Starts off with notes of root beer, red cherry and raspberry. The palate shows tarter flavors of rhubarb and red currant with sanguine hints. Light weight in the mouth with a short, somewhat sour finish.",Pinot_Noir,0,0,Languedoc-Roussillon
3957,"This powerful and rich 100% Malbec from the western edge of Cahors is still so young. Big and fruity with ripe tannins that are surrounded by concentrated fruit, it is only just rounding out with a smoothness that comes from the wood aging. This small-production wine is named after a statue of Notre Dame in the vineyards of this family estate taken over by daughter Martine and husband Serge Costes 20 years ago. Drink from 2018.",Malbec,1,0,Southwest_France
8442,"Made from a typical Gascon blend of Colombard, Sauvignon Blanc and Gros Manseng, this zesty wine is dry, herbaceous, fresh and crisp. Its full of citrus and green apple fruits, with a tangy finish. Screwcap.",White_Blend,0,0,France_Other
5983,"There's a bit of barrique showing in this wine, but it's nicely integrated with spice and floral notes. It's also given the wine a plump midpalate that's not overdone. Finishes very elegant and long. Drink now, although it should hold a few years.",Viognier,1,0,Rhône_Valley
2224,"This tastes bone dry, with a caramel note that's followed by light, bright notes of red berry and apple. The finish is crisp and tight.",Gamay,0,0,Beaujolais
464,"Enticing aromas of freshly cut Cox Orange Pippin apples reach every corner of this easy, fruity wine. The palate is crisp yet full flavored, light-bodied and dry. The finish is lasting and superclean.",Alsace_white_blend,0,0,Alsace
7711,"Fresh and juicy initially, it then develops a fuller, more complex character. It has weight and richness, with flavors of spice and yellow fruit and a streak of a citrus. There is good concentration in this intense, full-bodied and ageworthy wine.",Riesling,1,0,Alsace
3775,"This wine's aromas are strongly citrusy, with a squeeze of lime zest that gives it a lively sensation, but the flavors are more sedate and ripe, veering gently into apricots and melons. The texture is plush and luxurious, while the finish is undeniably sweet and decadent.",Muscat,1,0,Rhône_Valley
3771,"This is refreshing, with herbaceous hints as well as a warm yellow-fruit character. It's ripe, full of youthful fruitiness and ready to drink. Screwcap.",Sauvignon_Blanc,0,0,France_Other
115,"This is a wonderfully balanced wine, bursting with ripe spice as well as acidity. It's a rich wine, now showing maturity without losing its fruit. The depth of flavor, drilling right down to the mineral structure, is impressive. Drink now, although also wait until 2016.",Gewürztraminer,1,0,Alsace
6083,"Unusual for the region in that it's mostly Roussanne. The result is slightly more floral and expressive than most Saint-Joseph blancs, with pear and spice notes delivered in a plump, full-bodied format. Picks up hints of oak on the finish, but this isn't an oaky wine at all. Drink now–2010.",Roussanne,1,0,Rhône_Valley
8742,"There is a fine balance here between wood and deliciously rich fruit. It gives a ripe wine that fills the glass with spice, apricots and a crisp citrus zest. The wine glows ripely to the finish.",Chardonnay,1,0,Burgundy
3872,"The wine is made in a celebratory style: it's fruity and dry, packed with apple and citrus flavors. It has a creamy mousse, and its finish is tangy and zesty.",Champagne_Blend,1,1,Champagne
7403,"Ripe botrytis, honey and peaches make for an attractive, open, ready-to-drink sweet wine. The acidity keeps the richness in check.",Bordeaux-style_White_Blend,0,0,Bordeaux
2195,"A delicious herb and creamed apple wine, soft and ripe. Pineapple stands out in the fruit flavors while the acidity comes from a burst of lime juice. Not for aging, but it will be even better this summer.",Rhône-style_White_Blend,0,0,Provence
10180,"A fresh, currant-  and green plum-flavored wine that is clean, full of fruit and will develop soon. This is enjoyable already and will make great drinking this summer. Imported by Eagle Eye Imports.",Sauvignon_Blanc,0,0,Loire_Valley
4853,"Very soft, round wine. It feels unstructured, indistinct with an overripe strawberry flavor.",Rosé,0,0,Provence
9122,"A blend of grapes from Languedoc and Bordeaux, this wine has a good balance of richness and structure. Watch for the spice, the herbal character and the soft tannins. There is a green element, and the finish is full of black currant juice flavors.",Cabernet_Sauvignon,0,0,France_Other
7251,"While the aromas speak of wood aging, the fruit comes through on the palate. It is firm, full and dry, and the fruity acidity and fresh black currant flavor backs up the structure.",Bordeaux-style_Red_Blend,1,0,Bordeaux
5383,"A very sensuous wine, showing its ripe fruit paces, its richness, just with a hint of wood, and its dense texture. The wine has spice, green plums, a citrus twist. It also has depth of flavor. Worth aging, but drinkable now.",Chardonnay,1,0,Burgundy
8368,"A hard-edged wine, lean and mineral in character. It has a juicy tartness to it, the berry fruits surrounding a curiously hollow center.",Red_Blend,0,0,Southwest_France
2283,"Toast and caramel aromas set the scene for this ripe, smooth wine. It has weight and richness, with a vanilla flavor that meshes with the yellow fruit. With all of its opulence, the acidity is lost somewhere, meaning the wine is ready to drink now.",Chardonnay,1,0,Burgundy
6821,"This is a beautifully fresh, ready-to-drink rosé, with deliciously refreshing red currant fruits, lively acidity and just a touch of caramel to add further interest. Screwcap.",Pinot_Noir,0,0,Loire_Valley
2993,"A very mineral wine, with a lean and flinty character, tight tannins and suppressed fruit. The result is the need for several years of aging to bring out some weight and fruit. The potential is here.",Malbec,0,0,Southwest_France
4416,"Juicy, ripe wine, perfumed with sweet fruit. Black berries and bitter chocolate mix with sweet plums and final, lively acidity.",Bordeaux-style_Red_Blend,1,0,Bordeaux
2126,"Mouth- tingling freshness in a very crisp, dry wine that lives up to its Zéro Dosage moniker. It is all about green apples, freshly sliced lemon, a taut minerality. A few months bottle age will help to bring out a rounder, yeasty character.",Pinot_Noir,1,0,Champagne
9250,"The wine is rich, packed with pear juice and minerality, laying on a tight lemon character, structured and steely, along with a rich texture that suggests the wine will be opening up over the next several years.",Chardonnay,1,0,Burgundy
10017,"There is perfumed fruit, with aromas of red currants. This wine, named after the granite soil which forms the base of Saint-Joseph, is earthy, ripe and firmly tannic, but with plenty of red fruit flavors. It should develop quickly, over the next 2-3 years.",Syrah,0,0,Rhône_Valley
472,"A herbal touch of crushed lemon balm and apple peel makes for an intriguing, inviting nose. The palate adds fresh apple notes to these subtle herb notes and remains totally juicy and lively. This seems far fresher than its six years and the herbal tinges are just the beginning of maturity. This is lovely, concentrated and spirited stuff with a whistle-clean utterly dry finish. Testaments to Riesling's longevity.",Riesling,1,0,Alsace
3658,"Earthy, herbal accents of forest floor and garrigue complement the black-fruit core of this solid, ripe wine. The palate is juicy and rich, and although it's a bit straightforward, it's balanced, attractive and enjoyable nonetheless.",Rhône-style_Red_Blend,0,0,Languedoc-Roussillon
2346,"A smooth wine, the tannins suspended within a velvet texture, resulting in an opulent, rich feel. This is very intense, with medicinal and dark plum skin flavors. Powerful, solid, for aging.",Malbec-Merlot,0,0,Southwest_France
9005,"Attractive spicy, soft Shiraz from southern France. It has sweet red jelly flavors, fresh acidity and an open, generous character of fresh pepper and dark plum skins.",Shiraz,0,0,France_Other
376,This is a powerfully structured wine from a 18-acre property on the plateau of Pomerol. Rich Merlot dominates and gives the wine both its alcohol and its intense tannins and juicy red fruits. The wine is dense with the potential for aging over a considerable time. Drink from 2025.,Bordeaux-style_Red_Blend,1,0,Bordeaux
4143,"Such an elegant wine, with its attractive crisp apple skin and ripe pear juice flavors. It has a fine perfumed character, laced intensely with acidity. Drink now.",Riesling,0,0,Alsace
3601,"This Demeter-certified biodynamic wine is made in an immediately enjoyable, drink-now style. Brandied black cherries and sun-baked earth mark the nose, while the palate is full, creamy and plush. It's warm, ripe and welcoming from start to finish.",Rhône-style_Red_Blend,1,0,Rhône_Valley
8662,"Bel-Air is owned by the Cazes family of Château Lynch-Bages in Pauillac, and the pedigree of the winemaking shows. A rich, almost opulent wine, tempered with tannins. Flavors of dark black figs, herbs and wood come together harmoniously. It has a tense edge of tannin that promises aging.",Bordeaux-style_Red_Blend,0,0,Bordeaux
1182,"Fresh with apple and citrus, this is a perfumed, immediately attractive wine. It has bright acidity, a lightly mineral texture and a tangy, zesty aftertaste. It's young and will age although it is delicious now.",Chardonnay,1,0,Burgundy
8570,"Beaujolais is desperate to sell its wine. Maybe a Super Bojo (after Superman) label could work? The wine is classic raspberry bubblegum Gamay, fresh and fruity. Drink now.",Gamay,0,0,Beaujolais
9895,"Pommery's light, almost ethereal style seems to have survived its many changes of ownership. A fine toasty character marks this delicious, crisp, refreshing Champagne. Imported by W. J. Deutsch & Sons.",Champagne_Blend,1,1,Champagne
6173,"Big fruit, big tannins and a delicious raspberry jelly feel are found on this complex wine. The fruit is equal to the dusty tannins, with the acidity—typical of the year—very prominent. The wine has richness though, with a tangible final burst of power.",Pinot_Noir,1,0,Burgundy
6370,"With 44% of Cabernet Sauvignon and an equal amount of Merlot, this wine perfectly expresses the relatively cool vineyards of Listrac. It has structure, tautness and fine, violet perfumes and layers of spicy wood. Fine, clean acidity suggests good aging potential. Imported by Carolina Wine Co.",Bordeaux-style_Red_Blend,0,0,Bordeaux
9413,"Despite being 90% Grenache, this luxury cuvée seems destined to age, buttressed by firm tannins and crisp acids. Black cherry and plum aromas carry a note of sur-maturité and hints of dusty earth, leather and spice. The finish is long, loaded with lingering chocolate and licorice nuances. Try after 2012.",Rhône-style_Red_Blend,1,0,Rhône_Valley
6663,"This grand cru selection seems to have a bit of everything. Essences of mint, honeydew and apricot are perfectly integrated with flavors of apple, citrus and honey, creating a broad mouthfeel that's coating without being too heavy. A crisp clean finish cuts through the heft to prevent it from falling flat.",Riesling,1,0,Alsace
2212,"With its juicy, strawberry-like acidity, smoky character and firm tannins, this is already well developed and delicious. The finish brings out crispness and fragrance.",Pinot_Noir,0,0,Burgundy
2675,"A slight vanilla accent glimmers through the fresh fruit aromas of pear and apple flesh. Round and ripe on the palate, the finish takes a seductive tropical-fruit turn before finally landing on a clean, clementine citrus note.",Chardonnay,0,0,Languedoc-Roussillon
9330,"On the tart side, emphasizing grapefruit rather than riper citrus and with a definite texture of very green apple skins. Initially this is too crisp for its own good, but then with seafood, it works well. Screwcap.",Chardonnay,0,0,Burgundy
5218,"Round and soft, very much in the style of warm-hearted Brouilly. The wine has a layer of tannins, while it's the delicious red berry fruits that dominate. Ripe, full and ready to drink.",Gamay,0,0,Beaujolais
7004,"This is a dense and rich wine that shows both smoothness as well as an edgy mineral texture. It's weighty on the palate with ripe white and yellow fruits and a rounded, juicy character. Fruit and wood aging are still coming together, so give it some time. Drink this stylish wine from 2016.",Chardonnay,1,0,Burgundy
3804,"Spice and seemingly sweet grapefruit flavors give this light, lively and crisp wine an attractive fruity character. It dances easily on the palate, finishing with good tang.",Colombard-Sauvignon_Blanc,0,0,Southwest_France
1218,"Produced by the Domaine de Chevalier team, this is a bright and crisp wine with red currant and tight red-berry flavors. These are lifted and given a refreshing character by the acidity. The wine is clean, bright and fruity. Drink now.",Rosé,0,0,Bordeaux
1686,"Faint notes of ripe pear are only hinted at on the nose but on the dry palate they open up into pure, textured, precisely drawn fruit. There is concentration and a heady, seductive lemon and pear perfume hovering over the concentrated, profound palate of wet stone and immensely pure lemon oil. This comes on light, delicate feet but leaves you with a deep, lasting and impressive memory of Riesling purity and elegance.",Riesling,1,0,Alsace
934,"Intensely herbal, this is a crisp, cool wine. Layers of citrus, grapefruit and gooseberry mingle with grassy, herbal flavors. Green, fresh and drinkable now, this is a fine apéritif style.",Sauvignon_Blanc,0,0,Loire_Valley
2273,"A gorgeous wine, dark and complex, with assertive leather and licorice spice throughout the boysenberry and bramble character. Touches of graham cracker, tobacco leaf and spice unfold in the mouth. Lush and decadent, with a lingering chocolate-raspberry finish. Enjoyable now, it could show more balance and finesse in 2–3 years.",Rhône-style_Red_Blend,1,0,Languedoc-Roussillon
9427,"A smooth wine, rich for the vintage, with black currant and bright fruits and a strong underlay of wood. The acidity, though, is quite striking, with the freshest fruit and tight tannins.",Bordeaux-style_Red_Blend,1,0,Bordeaux
4191,"An impressive wine, beautifully structured, never too powerful, very elegant. If it feels a little austere at this stage, that is because the structure is dominating the fruit. Give it 5–6 years and the full splendor will be revealed.",Bordeaux-style_Red_Blend,1,0,Bordeaux
10127,"Dry Alsace Riesling this good at this price doesn't come along every day, so snap this one up while you can. Steely, minerally scents ally with ripe limes on the nose, then open up into richly layered waves of mineral, spice and green apple on the palate. Not rich or unctuous in texture, just nicely balanced from mineral start to long finish.",Riesling,0,0,Alsace
3802,"Rich yet structured, this village wine from Meursault is made in a taut, tight style. Its acidity pushes through the toast flavor, which creates a nervy texture. Ready to drink  in 1–2 years.",Chardonnay,1,0,Burgundy
8942,"Undoubtedly the real deal in terms of size. The nose is rich, oily and pungent, but it's hard to extract any true fruit aromas from it. The mouthfeel is similarly full, with melon, vanilla and citrus. Essences of peach, orange pith and white pepper work well on the finish. Imported by Diageo Chateau & Estates.",Bordeaux-style_White_Blend,1,0,Bordeaux
3821,"Fragrant, fresh and fruity, this light and bright wine offers an herbal character to go with its citrus and green apple fruits. It is lively and crisp—a fine apéritif. Screwcap.",Colombard-Sauvignon_Blanc,0,0,Southwest_France
9517,"A superbly ripe Champagne that has all the open generosity of the 1998 vintage. Peach and apricot aromas are followed by flavors of hazelnuts, honey and spices. Of course, it is still very young, and, like all vintages of La Grande Dame, it will age for many years.",Champagne_Blend,1,1,Champagne
8358,"This is a soft wine that is full in the mouth, with a raspberry purée flavor and soft acidity. It's round with a depth of red fruit flavor and a warm finish.",Rosé,0,0,Provence
6771,"This is a rugged, firmly tannic rendering of Châteauneuf-du-Pape that requires time in the cellar to reach its full potential. That said, it may also pose a risk, because there are hints of Band-Aid on the nose and a slightly metallic edge to the finish that may worsen over time. The other flavors are potent and concentrated: plum, chocolate and licorice all leave lasting impressions on the palate. Try after 2016.",Rhône-style_Red_Blend,1,0,Rhône_Valley
2395,"Named after the dry wind that blows through the Jurançon vineyards, this light, poised sweet wine has typical freshness, the botrytis never cloying but immersed in currants, fresh apricots. The wine has a lively, buoyant, sweet character.",White_Blend,0,0,Southwest_France
6614,"This is rich, but the balance of the wine is excellent, the wood very much underneath the smooth, opulent apricot and pear fruits. There is spice, which adds a fine piquancy to the texture. The finish is vivid, still young, needing at least five years to age.",Bordeaux-style_White_Blend,1,0,Bordeaux
9035,"This delicious, crisp wine reveals the more delicate side of Chardonnay. Coming from one of the high vineyards in La Grande Montagne of Chassagne, it has pure, elegant freshness, supplemented by a touch of vanilla.",Chardonnay,1,0,Burgundy
6131,"Intensely mineral, this is the finest of Jo Pithon's range of single-vineyard dry Anjou wines. It is packed with powerful green fruits lending acidity; there is a touch of wood, but this is more about fruit. To finish, there is ripe, but very dry, structure.",Chenin_Blanc,1,0,Loire_Valley
4376,"Herbal aromas announce a wine that has the freshest fruit, despite its weight. There is great acidity enlivening the flavors of  raspberry and red currant.",Rosé,0,0,Provence
7514,"Berry fruits and dense red jelly flavors are the hallmark of this wine. It is full, although edging on stalky, its black berry flavors mixed with acidity and dry tannins.",Merlot,0,0,Bordeaux
666,"Naturally low yields in a parcel within the Holder vineyard give concentration and great depth of flavor. The wine is still dominated by acidity, tense texture and a strongly steely character. Dry, nervy, needing to age, the wine has potential. Drink from 2017.",Riesling,0,0,Alsace
2773,"While the aromas of this young wine reveal considerable toast, on the palate the wine brings forward the ripe apricot and mango flavors to go with that wood. As it matures, these elements will coalesce with the taut, tense mineral texture into an superb, ageworthy terroir-driven wine.",Chardonnay,1,0,Burgundy
1100,"A classically firm wine, it gains weight and richness from the juicy black plum fruits. The firm, dry structure underlies the natural ripe fruitiness. It needs to soften out, so don't drink before 2017.",Bordeaux-style_Red_Blend,1,0,Bordeaux
4748,"This is an easy-to-like crowd pleaser, with clean scents of mixed nuts and a zesty, crisp, medium-bodied palate. Finishes earthy and dry. Drink now.",Pinot_Gris,0,0,Alsace
5542,"Delightfully perfumed wine, revealing all the richness of 2009 while preserving the red fruits and acidity. Lively, ripe and ready to drink.",Gamay,0,0,Beaujolais
4019,"With layers of wood, this is a structured wine, driven as much by tannins as fruit. It will need time for the dark plum fruit flavors to come through—St.-Estèphe is always likely to be firmly textured.",Bordeaux-style_Red_Blend,1,0,Bordeaux
1952,"Dense tannins dominate this firm and structured wine. Behind the dry surface lies fruitiness, bringing out red currant and berry flavors along  with acidity. The wine is potentially rich and deliciously perfumed. Drink from 2017.",Pinot_Noir,1,0,Burgundy
1078,"Light and fruity, the wine comes from the sandy soils of the Camargue Rhône-delta region, known for its rugged, indigenous horses. The wine is crisp with acidity and has a bright touch of red currants. The wine is dry, refreshing for an apéritif.",Rosé,0,0,Languedoc-Roussillon
8373,"A blend of 50% Roussanne, 40% Viognier and 10% Clairette, this is a full-bodied Southern Rhône that somehow manages to retain aromas of wet stone and crisp, zesty flavors of melon and pear. Drink it over the next several months.",Rhône-style_White_Blend,0,0,Rhône_Valley
1974,"This wine is dark, with a strong sense of structure. Dense black fruits are cut with strawberry acidity and a dark tension between fruit and firm tannins. The coiled power will allow this beautiful wine age for many years. Drink from 2020.",Pinot_Noir,1,0,Burgundy
5934,"Very fresh and crisp, with some good structure, this fine wine has apple and kiwi flavors and a touch of toast, caramel and lively acidity. Muré also owns Clos Saint-Landelin in Rouffach, one of the top Alsace vineyards. Imported by Robert Kacher Imports.",Champagne_Blend,0,1,Alsace
3322,"The nose demonstrates that this is obviously a wood-aged wine. The palate has a huge, dense structure, and the wood-derived tannins are buried within its powerful fruit and acidity. For those prepared to wait for 7–8 years, this has the potential to become rich and opulant.",Pinot_Noir,1,0,Burgundy
2482,"This is a nonvintage Châteauneuf-du-Pape, with several bottlings released each year to retain consistency and freshness in the market. It's round and slightly alcoholic, marked by flavors of dried fruit and leather and finishing spicy and warm. Drink now.",Rhône-style_Red_Blend,1,0,Rhône_Valley
3526,"Well-crafted and fruity, this has a fresh character that allows room for red berry flavors. It's a ripe wine, keeping freshness while bringing in a warmer, caramel character.",Rosé,0,0,Bordeaux
3076,A wine with a good balance between taut structure and forward fruit. Red cherries dominate this attractive light and fruity wine.,Gamay,0,0,Beaujolais
3614,"While this wine has the crispness of Chablis, it also has weight and concentration. The bright green-apple flavor is underpinned by a sense of minerality. Nervy, tense yet fruity, this can age for 2–3 years.",Chardonnay,1,0,Burgundy
6316,"There is a good deal of wood here, the wine tasting of toasty wood as much as the fresh white fruits. It is just on the edge of too much wood, but then the crisp acidity and rounded flavors bring the wine back into balance. It really needs aging, 3–4 years.",Chardonnay,1,0,Burgundy
2237,"Ripe and fruity, but also structured, this has fine acidity with a hint of wood. The main thrust of the wine is its raspberry, plum and damson fruits. The finish has a lively feel.",Pinot_Noir,1,0,Burgundy
5643,"For a normally crisp style, this Savennières is soft, open, almost hinting at sweetness. It makes for a wine that is more accessible, certainly, giving delicious, nut and pear flavors edged with a dusty texture of red currants. Hard to say if this will age, it is certainly a pleasure to drink now. Screwcap.",Chenin_Blanc,0,0,Loire_Valley
837,"Layered with toasty wood, this rich wine delivers blackberry fruits, a strong sense of tannins that enrich the fruit, and a concentrated aftertaste. From one of several small properties tended by owners Christophe and Marie Jo Lavau, it will age well. Drink from 2017.",Bordeaux-style_Red_Blend,0,0,Bordeaux
3739,"A gentle ramble through Alsace, this wine is rounded and soft, with a touch of spice. This is a true easy-drinking wine, its light pear and crisp apple flavors complementing each other. The wine is ripe, light and refreshing.",Pinot_Blanc,0,0,Alsace
8663,"A wine that is so easy to drink, with its fresh berry fruits, light stalkiness and gentle tannins. It is fruity, juicy, bursting with bright acidity and easy flavors. Screwcap.",Red_Blend,0,0,Southwest_France
9161,"This wine is soft and ripe, but seems to lack structure. Don't expect it to age.",Chardonnay,1,0,Burgundy
2107,"The origins of this estate date back to a medieval Benedictine monastery. Today, the 29-acre estate has produced a rich—almost too rich—wine. Its jammy blackberry fruits are spoiled by the hint of pepper that comes from the alcohol. Still, the fruit is ripe and dense with a backing of firm tannins. Drink from 2020.",Bordeaux-style_Red_Blend,1,0,Bordeaux
9450,"A noteworthy effort made in widely available commercial quantities, Guigal's '07 CdR Blanc offers scents of pineapple and pear, flavors that include hints of white chocolate, a reasonably rich mouthfeel and a long, dry, concentrated finish with just a hint of honey.",Rhône-style_White_Blend,0,0,Rhône_Valley
