tokenized,genre,length
"['réalis', 'reconnu', 'admir', 'surnomm', 'maîtr', 'suspens', 'est', 'arriv', 'sommet', 'sa', 'carri', 'recherch', 'nouveau', 'projet', 'risqu', 'différent', 'il', 'intéress', 'histoir', 'tueur', 'ser', 'mais', 'tous', 'producteur', 'censur', 'amis', 'tentent', 'décourag', 'habitu', 'obsess', 'son', 'mar', 'son', 'goût', 'immoder', 'actric', 'blond', 'sa', 'fidel', 'collabor', 'épous', 'accept', 'souten', 'risqu', 'tout', 'perdr', 'ensembl', 'il', 'mettent', 'tout', 'œuvr', 'achev', 'film', 'plus', 'célebr', 'plus', 'controvers', 'réalis']",biopic,58
"['contagion', 'pandem', 'dévast', 'explos', 'échel', 'glob', 'équip', 'se', 'mobilisent', 'tent', 'décrypt', 'génom', 'mystéri', 'virus', 'qui', 'ne', 'cess', 'mut', 'confront', 'vent', 'paniqu', 'collect', 'est', 'oblig', 'expos', 'vi', 'jeun', 'courag', 'doctoress', 'tand', 'que', 'grand', 'group', 'pharmaceut', 'se', 'livrent', 'bataill', 'acharn', 'mis', 'point', 'vaccin', 'efforc', 'remont', 'sourc', 'fléau', 'cas', 'mortel', 'se', 'multiplient', 'mettr', 'péril', 'fond', 'societ', 'blogueur', 'milit', 'suscit', 'paniqu', 'auss', 'danger', 'que', 'virus', 'déclar', 'cach', 'vérit', 'popul']",science fiction,65
"['respir', 'jeun', 'fill', 'âge', 'pot', 'émois', 'convict', 'passion', 'est', 'nouvel', 'culott', 'parcour', 'temper', 'star', 'immédiat', 'somm', 'chois']",drame,17
"['se', 'réussit', 'bac', 'lyc', 'est', 'pir', 'lyc', 'ayant', 'déjà', 'épuis', 'tout', 'méthod', 'conventionnel', 'inspecteur', 'désespoir', 'remet', 'conseil', 'son', 'ce', 'derni', 'lui', 'propos', 'recrut', 'équip', 'professeur', 'selon', 'nouvel', 'formul', 'pir', 'élev', 'pir', 'prof', 'soign', 'mal', 'mal', 'est', 'sa', 'derni', 'chanc', 'sauv', 'établ', 'condit', 'dépass', 'seuil', 'réussit', 'bac', 'inspecteur', 'accept', 'meilleur', 'pir']",comédie,50
"['gendarm', 'gendarmet', 'se', 'comper', 'doivent', 'form', 'contingent', 'quatr', 'jeun', 'gendarmet']",policier,10
"['sa', 'sort', 'prison', 'revient', 'chez', 'lui', 'seul', 'but', 'rest', 'dan', 'droit', 'chemin', 'il', 'trouv', 'travail', 'chez', 'son', 'oncle', 'patron', 'qui', 'regn', 'metro', 'dan', 'son', 'ami', 'toujour', 'init', 'méthod', 'societ', 'decouvr', 'fac', 'cach', 'flor', 'oper', 'son', 'oncle', 'témoin', 'chantag', 'corrupt', 'sabotag', 'mêm', 'meurtr', 'il', 'est', 'centr', 'd', 'situat', 'explos', 'il', 'détient', 'secret', 'qui', 'fait', 'lui', 'cibl', 'plus', 'impitoi', 'famill', 'vill', 'sien']",policier,60
"['révolu', 'alor', 'que', 'écho', 'printemp', 'arab', 'réson', 'jusqu', 'cœur', 'malgr', 'se', 'origin', 'tunisien', 'd', 'autr', 'problem', 'ger', 'ceux', 'd', 'adolescent', 'qui', 'veut', 'avant', 'tout', 'être', 'populair', 'écol', 'attir', 'attent', 'bel', 'échapp', 'pression', 'parental', 'quand', 'il', 'se', 'retrouv', 'accidentel', 'devient', 'jour', 'lendemain', 'symbol', 'garçon', 'plus', 'cool', 'son', 'colleg', 'profit', 'confus', 'il', 'décid', 'tent', 'sa', 'chanc', 'aupres', 'pourquoi', 'pas', 'renou', 'se', 'racin']",drame,60
"['cherchent', 'atteindr', 'vérit', 'intim', 'sex', 'âme']",romance,6
"['command', 'bord', 'supertank', 'doit', 'rentr', 'urgenc', 'abandon', 'navir', 'sa', 'sœur', 'est', 'abois', 'son', 'mar', 'suicid', 'entrepris', 'faillit', 'sa', 'fill', 'uniqu', 'dériv', 'désign', 'coupabl', 'homm', 'affair', 'lou', 'appart', 'dan', 'immeubl', 'où', 'install', 'sa', 'maitress', 'leur', 'fil', 'mais', 'avait', 'pas', 'prévu', 'secret', 'qui', 'brouillent', 'don']",drame,43
"['musical', 'quatriem', 'volet', 'sag', 'musical', 'dan', 'lequel', 'sont', 'confront', 'leur', 'rival']",romance,11
"['si', 'vrai', 'alor', 'que', 's', 'install', 'dan', 'appart', 'qu', 'il', 'vient', 'lou', 'jeun', 'femm', 'apparaît', 'soudain', 'affirm', 'que', 'cet', 'appart', 'est', 'sien', 'pens', 'd', 'abord', 'avoir', 'affair', 'malentendu', 'jusqu', 'ce', 'qu', 'disparaiss', 'auss', 'mystéri', 'qu', 'elle', 'était', 'apparu', 'cet', 'derni', 'commenc', 'apparaîtr', 'disparaîtr', 'volont', 'convaincu', 'qu', 'elle', 'est', 'fantôm', 'tent', 'd', 'aid', 'pass', 'autr', 'côt', 'mais', 'cel', 'ci', 'est', 'certain', 'd', 'être', 'encor', 'vi']",romance,64
"['auberg', 'roug', 'auberg', 'perdu', 'montagn', 'coupl', 'd', 'auberg', 'assassinent', 'leur', 'client', 'vol', 'voyageur', 'd', 'diligent', 'descendent', 'auberg', 'bientôt', 'suiv', 'moin', 'bon', 'viv', 'femm', 'éprouv', 'besoin', 'se', 'confess', 'saint', 'homm', 'sa', 'grand', 'horreur', 'elle', 'lui', 'avou', 'bagatel', 'cent', 'trois', 'crim', 'moin', 'li', 'secret', 'confess', 'va', 'cepend', 's', 'emploi', 'tous', 'moyen', 'sauv', 'voyageur']",policier,51
"['cris', 'migratoir', 'pollut', 'industriel', 'chômag', 'record', 'vill', 'est', 'concentr', 'cris', 'auxquel', 'ensembl', 'human', 'devr', 'bientôt', 'fair', 'fac', 'pourt', 'sous', 'impuls', 'mair', 'citoyen', 'associ', 'pouvoir', 'public', 'se', 'remontent', 'manch', 'trouv', 'solut', 'enthousiasm', 'human', 'vill', 'point', 'question', 'transit', 'écolog', 'devient', 'vrai', 'laboratoir', 'futur', 'jaud', 'réalis', 'ce', 'film', 'documentair', 'nous', 'offre', 'regard', 'san', 'détour', 'femm', 'homm', 'œuvr', 'transit', 'ver', 'aven', 'meilleur']",documentaire,58
"['est', 'ange', 'temp', 'modern', 'créatur', 'célest', 'qui', 'aspir', 'se', 'rendr', 'util', 'terr', 'ce', 'fair', 'il', 'prend', 'temp', 'temp', 'apparent', 'humain', 'mais', 'mission', 'exig', 'plus', 'souvent', 'qu', 'il', 'rest', 'invisibl', 'être', 'plus', 'sensibl', 'soupçonnent', 'temp', 'temp', 'sa', 'présenc', 'lorsqu', 'pris', 'angoiss', 'il', 'ont', 'sensat', 'qu', 'main', 'invisibl', 'oeil', 'nu', 'vient', 'se', 'pos', 'eux', 'dissip', 'leur', 'ennuis']",romance,55
"['oncle', 'pet', 'aim', 'pass', 'temp', 'son', 'oncle', 'personnag', 'rêveur', 'bohem', 'qui', 'habit', 'quarti', 'populair', 'joyeux', 'banlieu', 'parisien', 'se', 'parent', 'résident', 'quant', 'eux', 'dan', 'vill', 'modern', 'luxueux', 'où', 'il', 'mènent', 'existent', 'monoton', 'aseptis', 'jour', 'que', 'rentr', 'éniem', 'vir', 'son', 'oncle', 'arpel', 'prend', 'décis', 'éloign', 'son', 'fil', 'il', 'tent', 'alor', 'lui', 'trouv', 'travail', 'dan', 'son', 'usin', 'plastiqu', 'tand', 'que', 'sa', 'femm', 'lui', 'organis', 'rend', 'vous', 'gal', 'leur', 'voisin']",comédie,66
"['est', 'jeun', 'scientif', 'qui', 'rêv', 'cré', 'être', 'humain', 'aid', 'se', 'connaiss', 'compagn', 'son', 'assist', 'deux', 'homm', 'vont', 'concrétis', 'ce', 'dessein', 'part', 'morceau', 'cadavr', 'mais', 'expérient', 'va', 'tourn', 'cauchemar', 'effet', 'monstr', 'qui', 'sav', 'ont', 'greff', 'cerveau', 'd', 'criminel', 'va', 'échapp', 'leur', 'contrôl', 'commettr', 'plusieur', 'meurtr']",horreur,44
"['chos', 'secret', 'deux', 'fill', 'issu', 'milieux', 'défavoris', 'utilisent', 'leur', 'pouvoir', 'séduct', 'acced', 'plus', 'rapid', 'possibl', 'sommet', 'hiérarch', 'social', 'elle', 'intègrent', 'grand', 'entrepris', 'apres', 'avoir', 'écras', 'quelqu', 'cadr', 'import', 'elle', 'parviennent', 'atteindr', 'fil', 'patron', 'futur', 'dirig', 'jeun', 'homm', 'est', 'libertin', 'qui', 'va', 'manipul', 'fair', 'souffr']",drame,44
"['astragal', 'nuit', 'avril', 'saut', 'mur', 'prison', 'où', 'elle', 'purg', 'pein', 'hold', 'up', 'dan', 'sa', 'chut', 'elle', 'se', 'bris', 'os', 'pied', 'astragal', 'elle', 'est', 'secouru', 'repr', 'justic', 'qui', 'emmen', 'cach', 'chez', 'ami', 'pend', 'il', 'men', 'sa', 'vi', 'malfrat', 'provinc', 'elle', 'réapprend', 'march', 'dan', 'capital', 'est', 'arrêt', 'emprison', 'seul', 'recherch', 'polic', 'elle', 'se', 'prostitu', 'survivr', 'planqu', 'planqu', 'rencontr', 'rencontr', 'lutt', 'prix', 'tout', 'audac', 'sa', 'fragil', 'libert', 'support', 'doulour', 'absenc']",romance,67
"['sol', 'célebr', 'interpret', 'vit', 'buenos', 'air', 'depuis', 'nombreux', 'anné', 'derri', 'son', 'temper', 'excess', 'son', 'sourir', 'incandescent', 'cach', 'blessur', 'dont', 'elle', 'ne', 'est', 'jam', 'réel', 'remis', 'pert', 'son', 'fil', 'uniqu', 'qui', 'elle', 'avait', 'rompu', 'tout', 'lien', 'revient', 'dan', 'espoir', 'rencontr', 'enfin', 'son', 'pet', 'fil', 'né', 'union', 'sa', 'bel', 'fill', 'elle', 'ne', 'connaît', 'pas', 'mais', 'dev', 'eux', 'prend', 'peur', 'prétend', 'être', 'là', 'lou', 'studio', 'situ', 'leur', 'pali', 'lor', 'elle', 'va', 'tout', 'fair', 'apprivois', 'se', 'nouveau', 'voisin']",comédie,74
"['rich', 'promoteur', 'men', 'vi', 'paisibl', 'jusqu', 'jour', 'où', 'son', 'homm', 'confianc', 'fait', 'chant', 'doubl', 'son', 'salair', 'obten', 'main', 'sa', 'fill', 'dont', 'il', 'est', 'amant', 'il', 'lui', 'avou', 'égal', 'qu', 'il', 'vol', 'depuis', 'nombreux', 'anné', 'chos', 'se', 'compliquent', 'encor', 'quand', 'maîtress', 'se', 'rével', 'final', 'ne', 'pas', 'être', 'fill', 'mais', 'qu', 'revanch', 's', 'aver', 'être', 'enceint', 'd', 'chauffeur']",comédie,56
"['mort', 'dir', 'point', 'appartient', 'communaut', 'gen', 'voyag', 'il', 'apprêt', 'célebr', 'son', 'baptêm', 'chrétien', 'alor', 'que', 'son', 'dem', 'frer', 'revient', 'apres', 'plusieur', 'anné', 'prison', 'ensembl', 'accompagn', 'leur', 'derni', 'frer', 'garçon', 'impuls', 'violent', 'trois', 'partent', 'vir', 'dan', 'mond', 'recherch', 'cargaison', 'cuivr']",drame,39
"['séduis', 'si', 'peux', 'journal', 'chômag', 'été', 'embauch', 'écrir', 'discour', 'campagn', 'cours', 'deven', 'prochain', 'président', 'qui', 'est', 'autr', 'que', 'son', 'ancien', 'baby', 'sitt', 'son', 'allur', 'débraill', 'son', 'humour', 'son', 'franc', 'parl', 'fait', 'tâch', 'dan', 'entourag', 'ultra', 'codifi', 'tout', 'sépar', 'pourt', 'leur', 'compliqu', 'est', 'évident', 'mais', 'femm', 'promis', 'si', 'grand', 'aven', 'peut', 'elle', 'se', 'laiss', 'séduir', 'homm', 'maladroit', 'touch']",comédie,57
"['il', 'y', 'deux', 'tribus', 'voisin', 'viv', 'paix', 'cheveu', 'pres', 'pend', 'que', 'tribu', 'coul', 'jour', 'paisibl', 'gard', 'elle', 'seul', 'secret', 'formul', 'shampooing', 'tribu', 'se', 'lament', 'son', 'chef', 'décid', 'd', 'envoi', 'espion', 'vol', 'recet', 'mais', 'éven', 'bien', 'plus', 'grav', 'allait', 'boulevers', 'vi', 'premi', 'fois', 'dan', 'histoir', 'human', 'crim', 'ven', 'd', 'être', 'comm', 'comment', 'découvr', 'son', 'auteur', 'temp', 'mammouth', 'moumout', 'commenc', 'premi', 'enquêt', 'polici']",comédie,61
"['apres', 'mort', 'accidentel', 'leur', 'fill', 'famill', 'quitt', 'temp', 'sa', 'vi', 'urbain', 'frénet', 'trouv', 'calm', 'recueil', 'dan', 'maison', 'campagn', 'milieu', 'null', 'part', 'leur', 'arriv', 'il', 'font', 'connaiss', 'leur', 'nouveau', 'voisin', 'il', 'décident', 'invit', 'dîn', 'mais', 'pet', 'pet', 'soir', 'va', 'se', 'transform', 'cauchemar', 'éveil', 'car', 'cet', 'famill', 'est', 'pas', 'tout', 'fait', 'comm', 'autr']",horreur,51
"['flatliner', 'découvr', 'ce', 'qui', 'se', 'pass', 'apres', 'mort', 'cinq', 'étudi', 'médecin', 'se', 'lancent', 'dan', 'expérient', 'auss', 'audaci', 'que', 'danger', 'eux', 'mêm', 'volontair', 'il', 'provoquent', 'arrêt', 'cardiaqu', 'pend', 'court', 'périod', 'afin', 'vivr', 'expérient', 'mort', 'imminent', 'pouss', 'processus', 'plus', 'plus', 'loin', 'il', 'vont', 'devoir', 'affront', 'non', 'seul', 'leur', 'part', 'ombre', 'leur', 'pass', 'mais', 'plus', 'effrai', 'encor', 'phénomen', 'paranormal', 'li', 'fait', 'il', 'sont', 'revenus']",science fiction,61
"['sourc', 'dix', 'plus', 'tard', 'vit', 'dan', 'dan', 'collin', 'tand', 'que', 'culpabilis', 'amour', 'fou', 'bel', 'elle', 'va', 'découvr', 'sourc', 'qui', 'aliment', 'villag', 'détourn', 'elle', 'tient', 'enfin', 'sa', 'vengeanc', 'peu', 'peu', 'langu', 'villag', 'se', 'délient', 'loi', 'silenc', 'est', 'rompu', 'sont', 'accus', 'd', 'avoir', 'tu', 'per', 'autr', 'terribl', 'vérit', 'éclat']",drame,47
"['intim', 'nouvel', 'venu', 'lyc', 'nou', 'amiti', 'intens', 'fill', 'charismat', 'affranch', 'qui', 'aid', 'integr', 'rapid', 'rencontr', 'auss', 'ex', 'bad', 'boy', 'beaut', 'vénen', 'grand', 'consomm', 'porno', 'dont', 'elle', 'tomb', 'amour', 'triangl', 'amical', 'sentimental', 'se', 'met', 'bientôt', 'plac', 'entre', 'trois', 'adolescent', 'son', 'ami', 'découvr', 'sexual', 'se', 'risqu', 'péril']",drame,45
"['retour', 'chez', 'mer', 'aim', 'vous', 'retourn', 'vivr', 'chez', 'vos', 'parent', 'est', 'contraint', 'retourn', 'vivr', 'chez', 'sa', 'mer', 'elle', 'est', 'accueil', 'bras', 'ouvert', 'elle', 'joi', 'appart', 'surchauff', 'boucl', 'part', 'endiabl', 'précieux', 'conseil', 'maternel', 'façon', 'se', 'ten', 'tabl', 'men', 'sa', 'vi', 'chacun', 'va', 'devoir', 'fair', 'preuv', 'infin', 'patienc', 'support', 'cet', 'nouvel', 'vi', 'deux', 'lorsqu', 'rest', 'fratr', 'débarqu', 'dîn', 'regl', 'compt', 'secret', 'famill', 'vont', 'se', 'déchaîn', 'façon', 'plus', 'jubilatoir', 'mais', 'il', 'est', 'explos', 'salutair', 'bienvenu', 'dan', 'univer', 'haut', 'risqu', 'famill']",comédie,77
"['brum', 'jour', 'où', 'étrang', 'brum', 'mortel', 'submerg', 'surviv', 'trouvent', 'refug', 'dan', 'derni', 'étag', 'immeubl', 'toit', 'capital', 'san', 'inform', 'san', 'électr', 'san', 'eau', 'ni', 'nourritur', 'petit', 'famill', 'tent', 'survivr', 'cet', 'catastroph', 'mais', 'heur', 'passent', 'constat', 's', 'impos', 'secour', 'ne', 'viendront', 'pas', 'il', 'faudr', 'esper', 'sort', 'tent', 'sa', 'chanc', 'dan', 'brum']",science fiction,49
"['familial', 'bas', 'imag', 'archiv', 'priv', 'qui', 'étalent', 'trois', 'géner', 'cré', 'dialogu', 'entre', 'grand', 'mer', 'caracter', 'flamboi', 'son', 'pet', 'fil', 'cinéast', 'lor', 'duquel', 'tabous', 'sexual', 'genr', 'sont', 'rem', 'question', 'dan', 'mond', 'patriarcal', 'prior', 'hostil', 'différent']",documentaire,34
"['si', 'simpl', 'divorc', 's', 'est', 'remari', 'femm', 'plus', 'jeun', 'quand', 'commenc', 'sympathis', 'architect', 'qui', 'travaill', 'elle', 'que', 'se', 'met', 'regret', 'son', 'remariag', 'chos', 'se', 'compliquent']",romance,25
"['band', 'fill', 'vit', 'se', 'comm', 'success', 'interdit', 'censur', 'quarti', 'loi', 'garçon', 'impass', 'écol', 'sa', 'rencontr', 'trois', 'fill', 'affranch', 'chang', 'tout', 'elle', 'dansent', 'elle', 'se', 'battent', 'elle', 'parlent', 'fort', 'elle', 'rient', 'tout', 'devient', 'entre', 'dan', 'band', 'vivr', 'sa', 'jeuness']",drame,38
"['banqui', 'd', 'affair', 'ayant', 'brill', 'réuss', 'perdu', 'goût', 'vivr', 'depuis', 'que', 'sa', 'femm', 'est', 'déced', 'dan', 'tragiqu', 'accident', 'voitur', 'malgr', 'son', 'beau', 'per', 'qui', 'pouss', 'se', 'ressais', 'il', 'sombr', 'plus', 'plus', 'jour', 'il', 'envoi', 'lettr', 'réclam', 'societ', 'distributeur', 'automat', 'puis', 'lui', 'adress', 'd', 'autr', 'courri', 'où', 'il', 'livr', 'souvenir', 'personnel', 'jusqu', 'moment', 'où', 'sa', 'correspond', 'attir', 'attent', 'respons', 'servic', 'client', 'peu', 'peu', 'relat', 'se', 'nou', 'entre', 'eux', 'entre', 'son', 'fil', 'se', 'reconstruit', 'commenc', 'd', 'abord', 'fair', 'tabl', 'ras', 'sa', 'vi', 'pass']",drame,81
"['deux', 'amis', 'qui', 'ennuient', 'dan', 'leur', 'travail', 'décident', 'tout', 'plaqu', 'cré', 'agenc', 'qui', 'organis', 'enterr', 'vi', 'garçon', 'plac', 'il', 'sont', 'guid', 'expatri', 'franc', 'qui', 'leur', 'dévoil', 'tous', 'secret', 'vill', 'activ', 'insolit', 'propos', 'balad', 'tank', 'soir', 'déjant', 'stripteas', 'stand', 'tir', 'attirent', 'rapid', 'clientel', 'mais', 'situat', 'dégéner', 'deux', 'amis', 'perdent', 'vit', 'contrôl']",comédie,50
"['4h44', 'derni', 'jour', 'terr', 's', 'apprêtent', 'pass', 'leur', 'derni', 'apres', 'mid', 'ensembl', 'c', 'est', 'heur', 'adieux', 'occas', 'd', 'ultim', 'étreint', 'comm', 'major', 'homm', 'femm', 'il', 'ont', 'accept', 'leur', 'destin', 'demain', 'mond', 'disparaîtr']",science fiction,32
"['jeun', 'veuv', 'retir', 'mond', 'ced', 'cour', 'marqu', 'libertin', 'notoir', 'apres', 'quelqu', 'anné', 'bonheur', 'san', 'faill', 'elle', 'découvr', 'que', 'marqu', 'est', 'lass', 'leur', 'union', 'amour', 'terribl', 'bless', 'elle', 'décid', 'se', 'veng', 'lui', 'compliqu', 'sa', 'mer']",romance,34
"['dit', 'est', 'livreur', 'origin', 'indien', 'il', 'dan', 'hui', 'mais', 'tout', 'menac', 'jour', 'se', 'employeur', 'mettent', 'fin', 'leur', 'continu', 'travaill', 'mont', 'vrai', 'coursi', 'son', 'plan', 'est', 'vit', 'son', 'cousin', 'joueur', 'sitar', 'venu', 'fair', 'auquel', 'doit', 'promettr', 'concert', 'pris', 'dan', 'se', 'mensong', 'aur', 'lor', 'bien', 'mal', 'invent', 'aven']",comédie,46
"['tourment', 'dan', 'région', 'patron', 'prépar', 'insu', 'se', 'ouvri', 'délocalis', 'son', 'usin', 'coupl', 'détourn', 'million', 'euros', 'se', 'salari', 'apprend', 'san', 'parl', 'sa', 'femm', 'décid', 'son', 'ami', 'toujour', 'pass', 'action']",policier,28
"['tentat', 'évoc', 'vi', 'écartel', 'entre', 'son', 'human', 'sa', 'divin']",historique,9
"['retrac', 'moment', 'fort', 'carri', 'flamboi', 'champion', 'box', 'poid', 'moyen', 'issu', 'd', 'milieu', 'modest', 'il', 'fut', 'héros', 'combat', 'mythiqu', 'not', 'contr', 'autodestructeur', 'paranoïaqu', 'déchir', 'entre', 'salut', 'personnel', 'damnat', 'il', 'termin', 'son', 'existent', 'bouff', 'tant', 'que', 'ger', 'boît', 'nuit', 'entertain', 'quand', 'ascens', 'déclin', 'd', 'vi', 'deviennent', 'épop']",biopic,45
"['dan', 'nuit', 'septembr', 'commando', 'organis', 'palestinien', 's', 'introduit', 'dan', 'forc', 'entré', 'pavillon', 'israélien', 'abat', 'deux', 'se', 'occup', 'prend', 'otag', 'neuf', 'autr', 'heur', 'plus', 'tard', 'tous', 'seront', 'mort', 'million', 'téléspect', 'auront', 'découvert', 'direct', 'nouveau', 'visag', 'terror', 'apres', 'avoir', 'refus', 'tout', 'comprom', 'preneur', 'd', 'otag', 'gouvern', 'mont', 'oper', 'représaill', 'san', 'précédent', 'baptis', 'jeun', 'agent', 'prend', 'têt', 'd', 'équip', 'quatr', 'homm', 'charg', 'traqu', 'traver', 'mond', 'onze', 'représent', 'désign', 'comm', 'respons', 'attentat', 'men', 'bien', 'cet', 'mission', 'ultrasecret', 'cinq', 'homm', 'devront', 'vivr', 'permanent', 'dan', 'ombre']",historique,80
"['septembr', 'directeur', 'dû', 'fuir', 'parc', 'il', 'est', 'juif', 'sa', 'femm', 'dirig', 'théâtr', 'engag', 'transfug', 'jou', 'se', 'côt', 'dan', 'que', 'met', 'scen', 'jean', 'lou', 'cottin', 'soir', 'général', 'troup', 'sub', 'menac', 'virulent', 'critiqu', 'je', 'suis', 'partout', 'dont', 'ambit', 'est', 'dirig', 'comed', 'français', 'si', 'amour', 'sa', 'femm', 'avait', 'fait', 'sembl', 'fuir', 'était', 'rest', 'cach', 'dan', 'cav', 'son', 'théâtr', 'pend', 'tout', 'guerr']",romance,58
"['tomb', 'têt', 'bouteil', 'coc', 'col', 'jete', 'd', 'avion', 'atterr', 'plein', 'milieu', 'd', 'villag', 'bushmen', 'ce', 'don', 'dieux', 'sem', 'discord', 'dan', 'tribu', 'qui', 'n', 'cess', 's', 'debarrass', 'film', 'plus', 'charm', 'plus', 'frais', 'cinem', 'contemporain']",comédie,33
"['history', 'x', 'traver', 'histoir', 'd', 'famill', 'américain', 'ce', 'film', 'tent', 'd', 'expliqu', 'origin', 'racism', 'extrem', 'il', 'racont', 'histoir', 'qui', 'voul', 'veng', 'mort', 'son', 'per', 'abattu', 'deal', 'noir', 'épous', 'thes', 'racist', 'd', 'groupuscul', 'milit', 'd', 'extrêm', 'droit', 's', 'est', 'mis', 'servic', 'son', 'lead', 'brutal', 'théoricien', 'prôn', 'suprémat', 'rac', 'blanch', 'ce', 'théor', 'men', 'commettr', 'doubl', 'meurtr', 'entrain', 'son', 'jeun', 'frer', 'dan', 'spiral', 'hain']",drame,61
"['cit', 'dortoir', 'flic', 'shérif', 'heflin', 'est', 'dépress', 'obes', 'que', 'person', 'ne', 'respect', 'loi', 'silenc', 'profess', 'lui', 'impos', 'jour', 'masqu', 'bavur', 'mortel', 'mais', 'insist', 'incorruptibl', 'enquêteur', 'va', 'oblig', 'fair', 'choix']",policier,29
"['vi', 'long', 'fleuv', 'tranquill', 'dan', 'petit', 'vill', 'nord', 'franc', 'deux', 'famill', 'nombreux', 'd', 'origin', 'bien', 'différent', 'n', 'aur', 'jam', 'se', 'rencontr', 'mais', 'c', 'était', 'san', 'compt', 'infirmi', 'devou', 'docteur', 'amour', 'lass', 'd', 'attendr', 'qu', 'il', 'quitt', 'sa', 'femm', 'dan', 'moment', 'd', 'égar', 'douc', 'infirmi', 'échang', 'deux', 'nouveau', 'né', 'pauvr', 'contr', 'rich', 'se', 'veng', 'vi', 'docteur', 'compren', 'que', 'ne', 'épous', 'jam', 'elle', 'rével', 'pot', 'ros', 'deux', 'famill']",comédie,66
"['physicien', 'perdu', 'sa', 'femm', 'il', 'y', 'quand', 'incident', 'nucléair', 'irradi', 'région', 'thes', 'officiel', 'parl', 'trembl', 'terr', 'mais', 'scientif', 'est', 'sceptiqu', 'men', 'son', 'enquêt', 'son', 'fil', 'soldat', 'dan', 'fait', 'catastroph', 'naturel', 'il', 's', 'agit', 'plutôt', 'dégât', 'd', 'créatur', 'gigantesqu', 'cré', 'suit', 'd', 'essais', 'nucléair', 'dan', 'd', 'autr', 'monstr', 'menacent', 'côt', 'armé', 'est', 'mobilis', 'men', 'mêm', 'moment', 'compagn', 'infirmi', 'jeun', 'maman', 'ger', 'bless', 'dan', 'hôpital']",science fiction,63
"['ceux', 'restent', 'pend', 'lutt', 'salari', 'spectateur', 'cinem', 'agit', 'vill', 'ceux', 'qui', 'nous', 'restent', 'restitu', 'mémoir', 'vital', 'ce', 'moment', 'grev', 'rag', 'd', 'espoir', 'rend', 'hommag', 'film', 'qui', 'nous', 'font', 'vivr']",documentaire,29
"['assassin', 'comt', 'vieil', 'original', 'delaiss', 'tous', 'depuis', 'longtemp', 'decid', 'quitt', 'mond', 'viv', 'se', 'cach', 'mour', 'se', 'heriti', 'prevenus', 'medecin', 'apprennent', 'qu', 'il', 'leur', 'faudr', 'attendr', 'cinq', 'heritag', 'dont', 'il', 'avaient', 'bien', 'besoin', 'il', 'imaginent', 'pai', 'frais', 'd', 'entretien', 'domain', 'dont', 'il', 'ont', 'charg', 'd', 'organis', 'spectacl', 'son', 'lumier', 'pend', 'repetit', 'commenc', 'ser', 'mort', 'mysteri']",policier,54
"['jour', 'heureux', 'quand', 'utop', 'devint', 'réalit', 'entre', 'mai', 'mar', 'territoir', 'franc', 'encor', 'occup', 'seiz', 'homm', 'apparten', 'tous', 'part', 'polit', 'tous', 'syndicat', 'tous', 'mouv', 'résist', 'vont', 'chang', 'durabl', 'visag', 'il', 'vont', 'rédig', 'programm', 'intitul', 'magnif', 'jour', 'heureux', 'ce', 'programm', 'est', 'encor', 'cœur', 'system', 'social', 'franc', 'il', 'don', 'naissanc', 'sécur', 'social', 'retrait', 'répartit', 'comit', 'entrepris', 'etc']",documentaire,54
"['stripteas', 'coup', 'coup', 'perd', 'son', 'travail', 'gard', 'son', 'enfant', 'confi', 'son', 'ex', 'mar', 'pet', 'escroc', 'gagn', 'argent', 'nécessair', 'proces', 'appel', 'elle', 'accept', 'travail', 'danseux', 'dan', 'club', 'strip', 'teas', 'membr', 'client', 'bar', 'remarqu', 's', 'aperçoit', 'bientôt', 'que', 'celui', 'ci', 'politicien', 'véreux', 'ne', 'recul', 'dev', 'rien', 'possed']",policier,45
"['roi', 'inde', 'apres', 'domin', 'anglais', 'ouvr', 'se', 'port', 'derni', 'fois', 'accueil', 'grand', 'pomp', 'sa', 'famill', 'pet', 'fil', 'nomm', 'derni', 'vic', 'roi', 'mountbatten', 'devr', 'prépar', 'pay', 'indépend', 'mais', 'tâch', 's', 'aver', 'bien', 'plus', 'ardu', 'que', 'prévu', 'apres', 'd', 'âpre', 'négoci', 'perturb', 'violent', 'conflit', 'religi', 'il', 'n', 'aur', 'd', 'autr', 'choix', 'que', 'entérin', 'partit', 'création', 'd', 'nouvel', 'état', 'dan', 'mêm', 'temp', 'deux', 'jeun', 'indien', 'servic', 'que', 'religion', 'oppos', 'sub', 'ce', 'éven', 'auront', 'chois', 'entre', 'leur', 'amour', 'leur', 'attach', 'leur', 'communaut', 'décis', 'va', 'provoqu', 'plus', 'grand', 'déplac', 'popul', 'histoir', 'se', 'conséquent', 'se', 'font', 'encor', 'ressent']",historique,92
"['nightmar', 'elect', 'sénatric', 'américain', 'se', 'lanc', 'dan', 'cours', 'élect', 'présidentiel', 'propos', 'arrêt', 'total', 'annuel', 'se', 'oppos', 'profitent', 'alor', 'd', 'nouvel', 'édit', 'cet', 'journ', 'où', 'tous', 'crim', 'sont', 'perm', 'traqu', 'tu']",horreur,30
